vor_id,area_sq,area_sqrt,sum_pop,mean_pop,max_pop,min_pop,occurances-accounting,occurances-airport,occurances-amusement_park,occurances-aquarium,occurances-art_gallery,occurances-atm,occurances-bakery,occurances-bank,occurances-bar,occurances-beauty_salon,occurances-bicycle_store,occurances-book_store,occurances-bus_station,occurances-cafe,occurances-campground,occurances-car_dealer,occurances-car_rental,occurances-car_repair,occurances-car_wash,occurances-cemetery,occurances-church,occurances-city_hall,occurances-clothing_store,occurances-convenience_store,occurances-courthouse,occurances-dentist,occurances-department_store,occurances-doctor,occurances-drugstore,occurances-electrician,occurances-electronics_store,occurances-embassy,occurances-finance,occurances-fire_station,occurances-florist,occurances-food,occurances-funeral_home,occurances-furniture_store,occurances-gas_station,occurances-general_contractor,occurances-grocery_or_supermarket,occurances-gym,occurances-hair_care,occurances-hardware_store,occurances-health,occurances-hindu_temple,occurances-home_goods_store,occurances-hospital,occurances-insurance_agency,occurances-jewelry_store,occurances-laundry,occurances-lawyer,occurances-library,occurances-local_government_office,occurances-locksmith,occurances-lodging,occurances-meal_delivery,occurances-meal_takeaway,occurances-mosque,occurances-movie_rental,occurances-movie_theater,occurances-moving_company,occurances-museum,occurances-night_club,occurances-painter,occurances-park,occurances-parking,occurances-pet_store,occurances-pharmacy,occurances-physiotherapist,occurances-place_of_worship,occurances-plumber,occurances-point_of_interest,occurances-police,occurances-post_office,occurances-premise,occurances-primary_school,occurances-real_estate_agency,occurances-restaurant,occurances-roofing_contractor,occurances-rv_park,occurances-school,occurances-secondary_school,occurances-shoe_store,occurances-shopping_mall,occurances-spa,occurances-stadium,occurances-storage,occurances-store,occurances-sublocality_level_2,occurances-supermarket,occurances-taxi_stand,occurances-tourist_attraction,occurances-train_station,occurances-transit_station,occurances-travel_agency,occurances-university,occurances-veterinary_care,occurances-zoo,price_leve-bakery,price_leve-bar,price_leve-book_store,price_leve-cafe,price_leve-car_dealer,price_leve-department_store,price_leve-food,price_leve-gas_station,price_leve-meal_delivery,price_leve-meal_takeaway,price_leve-moving_company,price_leve-point_of_interest,price_leve-restaurant,price_leve-school,price_leve-shoe_store,price_leve-store,rating-accounting,rating-airport,rating-amusement_park,rating-art_gallery,rating-atm,rating-bakery,rating-bank,rating-bar,rating-beauty_salon,rating-bicycle_store,rating-book_store,rating-bus_station,rating-cafe,rating-campground,rating-car_dealer,rating-car_rental,rating-car_repair,rating-car_wash,rating-cemetery,rating-church,rating-city_hall,rating-clothing_store,rating-convenience_store,rating-courthouse,rating-dentist,rating-department_store,rating-doctor,rating-drugstore,rating-electrician,rating-electronics_store,rating-embassy,rating-finance,rating-fire_station,rating-florist,rating-food,rating-funeral_home,rating-furniture_store,rating-gas_station,rating-general_contractor,rating-grocery_or_supermarket,rating-gym,rating-hair_care,rating-hardware_store,rating-health,rating-home_goods_store,rating-hospital,rating-insurance_agency,rating-jewelry_store,rating-laundry,rating-lawyer,rating-library,rating-local_government_office,rating-locksmith,rating-lodging,rating-meal_delivery,rating-meal_takeaway,rating-mosque,rating-movie_rental,rating-movie_theater,rating-moving_company,rating-museum,rating-night_club,rating-painter,rating-park,rating-parking,rating-pet_store,rating-pharmacy,rating-physiotherapist,rating-place_of_worship,rating-plumber,rating-point_of_interest,rating-police,rating-post_office,rating-premise,rating-primary_school,rating-real_estate_agency,rating-restaurant,rating-roofing_contractor,rating-rv_park,rating-school,rating-secondary_school,rating-shoe_store,rating-shopping_mall,rating-spa,rating-stadium,rating-storage,rating-store,rating-supermarket,rating-taxi_stand,rating-tourist_attraction,rating-train_station,rating-transit_station,rating-travel_agency,rating-university,rating-veterinary_care,rating-zoo,user_ratin-accounting,user_ratin-airport,user_ratin-amusement_park,user_ratin-aquarium,user_ratin-art_gallery,user_ratin-atm,user_ratin-bakery,user_ratin-bank,user_ratin-bar,user_ratin-beauty_salon,user_ratin-bicycle_store,user_ratin-book_store,user_ratin-bus_station,user_ratin-cafe,user_ratin-campground,user_ratin-car_dealer,user_ratin-car_rental,user_ratin-car_repair,user_ratin-car_wash,user_ratin-cemetery,user_ratin-church,user_ratin-city_hall,user_ratin-clothing_store,user_ratin-convenience_store,user_ratin-courthouse,user_ratin-dentist,user_ratin-department_store,user_ratin-doctor,user_ratin-drugstore,user_ratin-electrician,user_ratin-electronics_store,user_ratin-embassy,user_ratin-finance,user_ratin-fire_station,user_ratin-florist,user_ratin-food,user_ratin-funeral_home,user_ratin-furniture_store,user_ratin-gas_station,user_ratin-general_contractor,user_ratin-grocery_or_supermarket,user_ratin-gym,user_ratin-hair_care,user_ratin-hardware_store,user_ratin-health,user_ratin-hindu_temple,user_ratin-home_goods_store,user_ratin-hospital,user_ratin-insurance_agency,user_ratin-jewelry_store,user_ratin-laundry,user_ratin-lawyer,user_ratin-library,user_ratin-local_government_office,user_ratin-locksmith,user_ratin-lodging,user_ratin-meal_delivery,user_ratin-meal_takeaway,user_ratin-mosque,user_ratin-movie_rental,user_ratin-movie_theater,user_ratin-moving_company,user_ratin-museum,user_ratin-night_club,user_ratin-painter,user_ratin-park,user_ratin-parking,user_ratin-pet_store,user_ratin-pharmacy,user_ratin-physiotherapist,user_ratin-place_of_worship,user_ratin-plumber,user_ratin-point_of_interest,user_ratin-police,user_ratin-post_office,user_ratin-premise,user_ratin-primary_school,user_ratin-real_estate_agency,user_ratin-restaurant,user_ratin-roofing_contractor,user_ratin-rv_park,user_ratin-school,user_ratin-secondary_school,user_ratin-shoe_store,user_ratin-shopping_mall,user_ratin-spa,user_ratin-stadium,user_ratin-storage,user_ratin-store,user_ratin-sublocality_level_2,user_ratin-supermarket,user_ratin-taxi_stand,user_ratin-tourist_attraction,user_ratin-train_station,user_ratin-transit_station,user_ratin-travel_agency,user_ratin-university,user_ratin-veterinary_care,user_ratin-zoo
vor117,932970.7905621028,965.9041311445473,35508.421875,98.63450622558594,140.05311584472656,26.890758514404297,1.0,,,,,,,,,1.0,,1.0,2.0,1.0,,,1.0,3.0,,,5.0,,,,,,,,,,2.0,,1.0,,,3.0,,,,2.0,1.0,,,,2.0,,2.0,1.0,,,,,,2.0,,1.0,,,4.0,,,,,,,,,,1.0,,,,59.0,1.0,,,1.0,1.0,3.0,,,6.0,2.0,,,,,,6.0,,,,,,,6.0,,,,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,4.25,5.0,,,5.0,4.7,,,5.0,,,,,,,,,,5.0,,4.8,,,4.2,,,,4.3,4.2,,,,5.0,4.0,5.0,,,,,,4.3,,4.3,,,5.0,,,,,,,,,,,,,,4.497727272727272,5.0,,,4.0,4.3,4.166666666666667,,,3.5666666666666664,3.9,,,,,,4.575,,,,,,3.683333333333333,,,,1.0,,,,,,,,,0.0,,0.0,184.0,1.0,,,4.0,140.0,,,9.0,,,,,,,,,,2.0,,5.0,,,18.0,,,,44.0,13.0,,,,2.0,,1.0,1.0,,,,,,63.0,,16.0,,,1.0,,,,,,,,,,0.0,,,,1805.0,1.0,,,1.0,762.0,11.0,,,7.0,8.0,,,,,,11.0,,,,,,,120.0,,,
vor118,932818.0458056456,965.8250596281117,13092.8896484375,39.31798553466797,109.02581787109376,10.421339988708496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.762499999999999,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
vor125,933612.965119813,966.2364954398137,8028.6494140625,23.61367416381836,67.03152465820311,13.248947143554688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
vor128,933156.4959527571,966.0002567042915,21198.75390625,62.34927749633789,118.87030029296876,26.38538932800293,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,7.0,,,,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,,,4.96,,,,,4.36,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,6.0,,,,15.0,,,,,127.0,151.0,,,,,,,,,,,,,,,,,,,,
vor129,933004.2553115735,965.9214540072984,30977.41796875,91.11005401611328,150.66171264648438,45.75859832763672,,,1.0,,,1.0,1.0,1.0,,1.0,,,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,2.0,,1.0,,1.0,5.0,,,,1.0,3.0,1.0,2.0,2.0,2.0,,3.0,1.0,,1.0,,,,1.0,,,,,3.0,,,,,,,2.0,1.0,,2.0,,,,34.0,,,,,7.0,7.0,,,10.0,,,1.0,,,1.0,1.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,4.0,,4.0,3.9,3.8,,4.1,,,,2.5,,,,,,,,,,,,,,,,,5.0,,5.0,,5.0,4.5,,,,5.0,3.95,4.9,4.3,4.95,5.0,4.333333333333333,5.0,,,,,,,,,,,4.666666666666667,,,,,,,4.25,,,4.55,,,,4.383333333333333,,,,,4.720000000000001,4.271428571428571,,,4.54,,,4.5,,,,5.0,4.2,,,,,,,,,,,1.0,,,4.0,170.0,12.0,,22.0,,,,5.0,,,,0.0,,0.0,0.0,,,,,,,,,,1.0,,1.0,,1.0,15.0,,,,1.0,52.0,19.0,30.0,9.0,5.0,,9.0,21.0,,0.0,,,,0.0,,,,,65.0,,,,,,,410.0,0.0,,35.0,,,,2597.0,,,,,16.0,71.0,,,47.0,,,2.0,,,0.0,3.0,,26.0,,,,,,,,0.0
vor130,932851.9726251821,965.8426231147506,23115.4453125,67.98660278320311,135.65171813964844,37.23613739013672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,
vor131,932699.6479459797,965.7637640468707,31036.498046875,91.28382110595705,142.63113403320312,40.062904357910156,,,,,,1.0,2.0,1.0,1.0,1.0,,1.0,,5.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,7.0,,,1.0,1.0,2.0,,,,3.0,,,1.0,,,,,,1.0,,13.0,,,2.0,,,,,,,5.0,4.0,,1.0,,,,76.0,,,,,,31.0,,,6.0,,,1.0,,1.0,1.0,,,1.0,,,,,,10.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,5.0,4.2,3.9,,,,,,4.166666666666667,,,,4.65,5.0,,,,5.0,,,,,,,,,,,,,4.671428571428572,,,4.0,,5.0,,,,4.6,,,,,,,,,,4.055555555555555,,,4.8,,,,,,,4.3,,,,,,,4.498245614035088,,,,,,4.476190476190476,,,4.5,,,,,4.0,3.0,,4.4,,,,,,4.516666666666667,,,,,,,,1.0,1030.0,9.0,0.0,0.0,,0.0,,199.0,,,,32.0,3.0,,,,1.0,,,,,,,,,,,,,173.0,,,516.0,0.0,4.0,,,,16.0,,,0.0,,,,,,0.0,,348.0,,,177.0,,,,,,,50.0,0.0,,0.0,,,,1462.0,,,,,,11138.0,,,13.0,,,0.0,,1.0,2.0,,,11.0,,,,,,3783.0,,
vor132,932547.2813281497,965.6848768248107,25063.748046875,73.71690368652344,141.97987365722656,33.045867919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.185714285714285,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,28.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
vor133,932394.8728176864,965.6059614654864,30840.05078125,90.7060317993164,137.64511108398438,54.32711410522461,1.0,,,,,,1.0,,,,,,,1.0,,,,2.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,1.0,,,,,3.0,,,,11.0,2.0,,,,4.0,,3.0,,,,,,,1.0,,4.0,,,4.0,,,,,,,5.0,,,1.0,,,,67.0,,,,,7.0,5.0,,,3.0,1.0,,,,,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,4.6,,,,,,,,,,,4.7,4.5,,,,5.0,,,,4.0,,,,2.8,,,,,4.166666666666667,,,,4.583333333333333,4.4,,,,5.0,4.35,,,,,,,3.9,,4.875,,,5.0,,,,,,,4.42,,,5.0,,,,4.644186046511629,,,,,4.36,4.333333333333333,,,3.7,,,,,,,4.2,,,4.2,,,,4.4,,,0.0,,,,,,10.0,,,,,,,0.0,,,,15.0,67.0,0.0,,,7.0,,,,41.0,0.0,,,4.0,,,,,21.0,,,,29.0,30.0,,,,25.0,,161.0,,,,,,,7.0,,299.0,,,6.0,,,,,,,112.0,,,2.0,,,,307.0,,,,,124.0,2508.0,,,83.0,0.0,,,,,0.0,13.0,,,,242.0,,,,200.0,,
vor134,932242.4224662249,965.5270179887381,31649.28515625,93.0861358642578,144.1261749267578,43.811370849609375,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,,,1.0,,,3.0,,,,1.0,2.0,,3.0,,1.0,,4.0,1.0,,,,,,1.0,,5.0,,,3.0,,,,,1.0,,2.0,,,1.0,,,,48.0,,,,,2.0,4.0,,1.0,4.0,1.0,,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,4.2,,,,,,,,,,,,,4.9,,,,,,,,,,,,,4.5,,,,,4.0,,3.4,,3.0,4.5,4.0,,,,,,,,4.55,,,4.766666666666667,,,,,,,4.1,,,4.3,,,,4.4322580645161285,,,,,4.05,4.5,,5.0,4.85,,,,,,,,4.4,,,,,,,,,,,,,,,,19.0,,109.0,,,,,,,,,,0.0,,,8.0,,,,,,,0.0,,,0.0,,,3.0,,,,0.0,3.0,,26.0,,1.0,,19.0,9.0,,,,,,0.0,,13.0,,,137.0,,,,,0.0,,206.0,,,3.0,,,,286.0,,,,,13.0,22.0,,1.0,8.0,0.0,,0.0,,,,0.0,0.0,10.0,,,,,,,,
vor135,932089.9303239094,965.4480464136376,38595.78515625,113.51701354980469,149.58517456054688,71.4842300415039,,,,,,2.0,,3.0,,2.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,5.0,,,,4.0,4.0,,,,3.0,,1.0,2.0,1.0,,1.0,1.0,,1.0,,30.0,,,7.0,,,,,,,6.0,1.0,,1.0,,,,98.0,1.0,,,,2.0,3.0,,,9.0,,,1.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.6,,3.9333333333333336,,4.15,,,,3.0,,,3.7,,5.0,,,,,,,,,5.0,,,,,4.6,,,3.9,,,,4.433333333333334,4.366666666666667,,,,4.9,4.1,4.8,5.0,,4.9,,,,,4.1869565217391305,,,4.5,,,,,,,4.15,5.0,,5.0,,,,4.241176470588235,,,,,4.2,4.033333333333333,,,5.0,,,4.1,,,,4.3999999999999995,,,,,,,4.3,,,,,,,,12.0,,32.0,,8.0,,,,1.0,,,3.0,,1.0,0.0,,,,,,,,4.0,,,,,27.0,,,17.0,,,,13.0,180.0,,,,9.0,,35.0,9.0,2.0,,31.0,0.0,,0.0,,497.0,,,23.0,,,,,,,34.0,3.0,,1.0,,,,2046.0,0.0,,,,688.0,27.0,,,5.0,,,21.0,,,,36.0,,,,,,,,235.0,,
vor136,931937.3964452834,965.3690467615395,45961.7890625,127.67163848876952,158.72491455078125,86.30328369140625,,,,,,2.0,2.0,8.0,,1.0,,,,,,1.0,1.0,6.0,,,,,2.0,,,1.0,,3.0,1.0,,9.0,,,,,6.0,,,5.0,2.0,4.0,1.0,1.0,,15.0,,1.0,11.0,,1.0,1.0,,1.0,,,6.0,,,3.0,,,1.0,,,,,1.0,,5.0,,,,135.0,1.0,,,,1.0,9.0,,,17.0,,,1.0,,,1.0,4.0,,2.0,,,,1.0,1.0,3.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,2.65,4.05,3.4875,,4.3,,,,,,4.0,4.9,4.05,,,,,,,,4.3,,5.0,4.7,,5.0,,,,,4.58,,,4.119999999999999,,4.5,4.0,5.0,,4.7153846153846155,4.3,4.171428571428572,,5.0,4.5,,4.5,,,4.333333333333333,,,3.5666666666666664,,,,,,,,,,3.775,,,,4.281609195402299,4.3,,,,5.0,3.9625,,,4.25,,,,,,,4.1,4.9,,,,3.6,,4.3,,,,,,,,64.0,846.0,158.0,,15.0,,,,,,1309.0,23.0,148.0,,,,,0.0,,,7.0,,34.0,75.0,,13.0,,,,,17.0,,,2050.0,0.0,39.0,2.0,1.0,,218.0,,3.0,71.0,,1.0,2.0,,2.0,,,705.0,,,47.0,,,0.0,,,,,0.0,,24.0,,,,4365.0,6.0,,,,3.0,3692.0,,,117.0,,,0.0,,,0.0,12.0,,29.0,,,,9.0,0.0,51.0,,
vor137,931784.8208742358,965.2900190482836,30465.771484375,89.8695297241211,145.60067749023438,58.76260375976562,,,,,,,1.0,,1.0,,,,,1.0,,,,,,5.0,1.0,,2.0,,,,1.0,,,,4.0,,2.0,,,3.0,,1.0,,3.0,3.0,,3.0,,1.0,,9.0,1.0,,,1.0,,,,,6.0,,1.0,6.0,,,,,1.0,,,,,4.0,,,,42.0,,,1.0,,,9.0,,,16.0,,,3.0,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,3.7,,4.0,,,,,,,,,,,5.0,,,5.0,,,,4.5,,,,5.0,,4.5,,,,,,,4.050000000000001,5.0,,4.65,,,4.655555555555555,,,,,,,,,3.4,,,4.58,,,,,,,,,,4.366666666666666,,,,4.352173913043479,,,,,,4.6000000000000005,,,4.0,,,3.0,,,,5.0,5.0,,,,,,5.0,,,,,,,,,21.0,,2.0,,,,,0.0,,,,,,3.0,0.0,,1.0,,,,8.0,,,,11.0,,5.0,,,0.0,,0.0,,39.0,5.0,,5.0,,0.0,,34.0,0.0,,,0.0,,,,,21.0,,0.0,92.0,,,,,0.0,,,,,8.0,,,,321.0,,,0.0,,,142.0,,,33.0,,,1.0,,,,1.0,,5.0,,,,,,3.0,,
vor138,931632.2036636546,965.2109632943747,29494.84375,86.74954223632812,142.9602508544922,27.76105117797852,,,,,,1.0,2.0,,2.0,3.0,,,,,,,,4.0,2.0,1.0,,,1.0,,,,,3.0,,1.0,10.0,,1.0,,,10.0,,,,1.0,4.0,1.0,1.0,,6.0,,4.0,2.0,1.0,,,,,,,7.0,,,8.0,,,,,,,3.0,,,2.0,,,,70.0,,,,,4.0,8.0,,,14.0,2.0,,1.0,,,1.0,5.0,,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,4.0,4.5,,,4.65,,,,,,,,4.666666666666667,4.3,,,,,,,,,5.0,,,4.3999999999999995,,5.0,,,4.571428571428571,,,,4.0,4.15,5.0,,,5.0,4.775,5.0,,,,,,,,3.96,,,4.557142857142858,,,,,,,5.0,,,4.7,,,,4.643243243243243,,,,,5.0,4.6,,,4.177777777777778,4.8,,4.6,,,,4.9,3.8,,,,,4.0,,,,,,,,,6.0,553.0,,0.0,5.0,,,,,,,,3.0,6.0,0.0,,,0.0,,,,,1.0,,0.0,54.0,,1.0,,,74.0,,,,6.0,6.0,1.0,0.0,,6.0,,18.0,7.0,0.0,,,,,,,23.0,,,28.0,,,,,,,1.0,,,3.0,,,,158.0,,,,,4.0,1092.0,,,18.0,9.0,,11.0,,,0.0,50.0,,6.0,,,,,6.0,0.0,,
vor139,931479.5448681079,965.1318795211916,13946.0,41.13864135742188,117.63228607177734,12.338760375976562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
vor140,931326.8445330657,965.0527677454045,7855.984375,23.38090515136719,45.72998809814453,14.186697006225586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
vor147,932121.6515822797,965.4644745314453,8359.8291015625,24.58773231506348,72.24110412597656,9.922173500061037,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vor148,931969.5797711571,965.3857155412841,10575.541015625,31.10453224182129,59.92537307739258,10.14165210723877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,5.0,,,,,,,,,,,,,,4.4,,,,,5.0,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,455.0,,,,,2.0,,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
vor149,931817.4659625984,965.3069283717995,16118.8623046875,47.40841674804688,73.40026092529297,25.500423431396484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,3.9666666666666663,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,19.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
vor150,931665.3102062441,965.2281130418053,28344.529296875,83.36626434326172,117.4526138305664,41.15325927734375,1.0,,,,,1.0,2.0,1.0,,1.0,,,,2.0,,,,3.0,2.0,,,,,1.0,,3.0,,2.0,,2.0,3.0,,4.0,,,7.0,,1.0,4.0,3.0,2.0,1.0,,,2.0,,6.0,,,1.0,2.0,,,2.0,,6.0,,,4.0,,,,,,,1.0,,,4.0,1.0,,,74.0,,,,,7.0,20.0,,,4.0,1.0,,5.0,1.0,,1.0,3.0,,2.0,,,,,2.0,1.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,4.2,4.1,3.9,,4.9,,,,4.5,,,,4.466666666666667,4.5,,,,,,,4.8999999999999995,,5.0,,4.95,4.666666666666667,,,,,4.314285714285714,,5.0,4.4,4.55,3.55,4.6,,,5.0,3.84,,,3.9,5.0,,,,,4.4,,,4.7749999999999995,,,,,,,,,,3.95,4.9,,,4.445283018867925,,,,,4.966666666666667,4.629411764705882,,,5.0,3.0,,4.1,3.0,,4.1,3.5,4.0,,,,,5.0,,,,0.0,,,,,10.0,979.0,11.0,,8.0,,,,86.0,,,,282.0,2.0,,,,,0.0,,29.0,,2.0,,50.0,7.0,,0.0,,,233.0,,4.0,623.0,16.0,14.0,283.0,,,8.0,,21.0,,,7.0,4.0,,,0.0,,279.0,,,222.0,,,,,,,0.0,,,54.0,116.0,,,660.0,,,,,13.0,2404.0,,,4.0,4.0,,442.0,6.0,,32.0,3.0,,37.0,,,,,17.0,0.0,,
