vor_id,area_sq,area_sqrt,sum_pop,mean_pop,max_pop,min_pop,occurances-accounting,occurances-airport,occurances-amusement_park,occurances-aquarium,occurances-art_gallery,occurances-atm,occurances-bakery,occurances-bank,occurances-bar,occurances-beauty_salon,occurances-bicycle_store,occurances-book_store,occurances-bus_station,occurances-cafe,occurances-campground,occurances-car_dealer,occurances-car_rental,occurances-car_repair,occurances-car_wash,occurances-cemetery,occurances-church,occurances-city_hall,occurances-clothing_store,occurances-convenience_store,occurances-courthouse,occurances-dentist,occurances-department_store,occurances-doctor,occurances-drugstore,occurances-electrician,occurances-electronics_store,occurances-embassy,occurances-finance,occurances-fire_station,occurances-florist,occurances-food,occurances-funeral_home,occurances-furniture_store,occurances-gas_station,occurances-general_contractor,occurances-grocery_or_supermarket,occurances-gym,occurances-hair_care,occurances-hardware_store,occurances-health,occurances-hindu_temple,occurances-home_goods_store,occurances-hospital,occurances-insurance_agency,occurances-jewelry_store,occurances-laundry,occurances-lawyer,occurances-library,occurances-local_government_office,occurances-locksmith,occurances-lodging,occurances-meal_delivery,occurances-meal_takeaway,occurances-mosque,occurances-movie_rental,occurances-movie_theater,occurances-moving_company,occurances-museum,occurances-night_club,occurances-painter,occurances-park,occurances-parking,occurances-pet_store,occurances-pharmacy,occurances-physiotherapist,occurances-place_of_worship,occurances-plumber,occurances-point_of_interest,occurances-police,occurances-post_office,occurances-premise,occurances-primary_school,occurances-real_estate_agency,occurances-restaurant,occurances-roofing_contractor,occurances-rv_park,occurances-school,occurances-secondary_school,occurances-shoe_store,occurances-shopping_mall,occurances-spa,occurances-stadium,occurances-storage,occurances-store,occurances-sublocality_level_2,occurances-supermarket,occurances-taxi_stand,occurances-tourist_attraction,occurances-train_station,occurances-transit_station,occurances-travel_agency,occurances-university,occurances-veterinary_care,occurances-zoo,price_leve-bakery,price_leve-bar,price_leve-book_store,price_leve-cafe,price_leve-car_dealer,price_leve-department_store,price_leve-food,price_leve-gas_station,price_leve-meal_delivery,price_leve-meal_takeaway,price_leve-moving_company,price_leve-point_of_interest,price_leve-restaurant,price_leve-school,price_leve-shoe_store,price_leve-store,rating-accounting,rating-airport,rating-amusement_park,rating-art_gallery,rating-atm,rating-bakery,rating-bank,rating-bar,rating-beauty_salon,rating-bicycle_store,rating-book_store,rating-bus_station,rating-cafe,rating-campground,rating-car_dealer,rating-car_rental,rating-car_repair,rating-car_wash,rating-cemetery,rating-church,rating-city_hall,rating-clothing_store,rating-convenience_store,rating-courthouse,rating-dentist,rating-department_store,rating-doctor,rating-drugstore,rating-electrician,rating-electronics_store,rating-embassy,rating-finance,rating-fire_station,rating-florist,rating-food,rating-funeral_home,rating-furniture_store,rating-gas_station,rating-general_contractor,rating-grocery_or_supermarket,rating-gym,rating-hair_care,rating-hardware_store,rating-health,rating-home_goods_store,rating-hospital,rating-insurance_agency,rating-jewelry_store,rating-laundry,rating-lawyer,rating-library,rating-local_government_office,rating-locksmith,rating-lodging,rating-meal_delivery,rating-meal_takeaway,rating-mosque,rating-movie_rental,rating-movie_theater,rating-moving_company,rating-museum,rating-night_club,rating-painter,rating-park,rating-parking,rating-pet_store,rating-pharmacy,rating-physiotherapist,rating-place_of_worship,rating-plumber,rating-point_of_interest,rating-police,rating-post_office,rating-premise,rating-primary_school,rating-real_estate_agency,rating-restaurant,rating-roofing_contractor,rating-rv_park,rating-school,rating-secondary_school,rating-shoe_store,rating-shopping_mall,rating-spa,rating-stadium,rating-storage,rating-store,rating-supermarket,rating-taxi_stand,rating-tourist_attraction,rating-train_station,rating-transit_station,rating-travel_agency,rating-university,rating-veterinary_care,rating-zoo,user_ratin-accounting,user_ratin-airport,user_ratin-amusement_park,user_ratin-aquarium,user_ratin-art_gallery,user_ratin-atm,user_ratin-bakery,user_ratin-bank,user_ratin-bar,user_ratin-beauty_salon,user_ratin-bicycle_store,user_ratin-book_store,user_ratin-bus_station,user_ratin-cafe,user_ratin-campground,user_ratin-car_dealer,user_ratin-car_rental,user_ratin-car_repair,user_ratin-car_wash,user_ratin-cemetery,user_ratin-church,user_ratin-city_hall,user_ratin-clothing_store,user_ratin-convenience_store,user_ratin-courthouse,user_ratin-dentist,user_ratin-department_store,user_ratin-doctor,user_ratin-drugstore,user_ratin-electrician,user_ratin-electronics_store,user_ratin-embassy,user_ratin-finance,user_ratin-fire_station,user_ratin-florist,user_ratin-food,user_ratin-funeral_home,user_ratin-furniture_store,user_ratin-gas_station,user_ratin-general_contractor,user_ratin-grocery_or_supermarket,user_ratin-gym,user_ratin-hair_care,user_ratin-hardware_store,user_ratin-health,user_ratin-hindu_temple,user_ratin-home_goods_store,user_ratin-hospital,user_ratin-insurance_agency,user_ratin-jewelry_store,user_ratin-laundry,user_ratin-lawyer,user_ratin-library,user_ratin-local_government_office,user_ratin-locksmith,user_ratin-lodging,user_ratin-meal_delivery,user_ratin-meal_takeaway,user_ratin-mosque,user_ratin-movie_rental,user_ratin-movie_theater,user_ratin-moving_company,user_ratin-museum,user_ratin-night_club,user_ratin-painter,user_ratin-park,user_ratin-parking,user_ratin-pet_store,user_ratin-pharmacy,user_ratin-physiotherapist,user_ratin-place_of_worship,user_ratin-plumber,user_ratin-point_of_interest,user_ratin-police,user_ratin-post_office,user_ratin-premise,user_ratin-primary_school,user_ratin-real_estate_agency,user_ratin-restaurant,user_ratin-roofing_contractor,user_ratin-rv_park,user_ratin-school,user_ratin-secondary_school,user_ratin-shoe_store,user_ratin-shopping_mall,user_ratin-spa,user_ratin-stadium,user_ratin-storage,user_ratin-store,user_ratin-sublocality_level_2,user_ratin-supermarket,user_ratin-taxi_stand,user_ratin-tourist_attraction,user_ratin-train_station,user_ratin-transit_station,user_ratin-travel_agency,user_ratin-university,user_ratin-veterinary_care,user_ratin-zoo
vor268,926643.4603658152,962.6232182769203,15091.287109375,44.386138916015625,111.10639190673828,14.091547966003418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,
vor269,926492.149470391,962.5446220671491,17818.748046875,52.4080810546875,112.80158996582031,21.79934310913086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,12.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
vor270,926340.7969136285,962.4659977960928,16468.44140625,48.43659210205078,106.41241455078124,15.478470802307127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
vor271,926189.4027435875,962.3873454818427,21394.46875,62.92490768432617,128.52687072753906,20.43998146057129,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,4.1,,,,,,,,,,3.1,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.583333333333333,,,,,5.0,,,,3.3,,,,,,,,,,,,,,4.3,,,,,,,,,,15.0,,,,,,,,,,0.0,,,,,178.0,,,,,,,,,,11.0,,,,,,,40.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,7.0,,,,4.0,,,,,,,,,,,,,,,6.0,,
vor272,926037.9670140703,962.3086651454772,33097.859375,97.34664154052734,148.1276397705078,56.65888977050781,,,,,,1.0,6.0,,1.0,1.0,,2.0,,1.0,,,,3.0,1.0,,,,2.0,,,,,1.0,,,8.0,,1.0,,,13.0,,2.0,3.0,3.0,11.0,1.0,1.0,,6.0,,5.0,7.0,,,,,,2.0,,7.0,,,7.0,,,,,,,2.0,,1.0,2.0,1.0,,,93.0,,,,1.0,5.0,5.0,,,21.0,3.0,,2.0,,,1.0,4.0,,2.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,4.8,4.666666666666667,,5.0,4.1,,4.7,,2.0,,,,4.75,5.0,,,,5.0,,,,,4.0,,,4.3,,4.6,,,4.681818181818181,,4.5,3.9,4.65,4.4799999999999995,4.2,,,4.566666666666666,4.633333333333334,4.425,,,,,,,,4.8,,,4.9,,,,,,,4.2,,4.0,,4.3,,,4.435849056603774,,,,5.0,4.325,3.5,,,3.9899999999999998,4.35,,4.8,,,,3.5,4.45,,,,,,3.6999999999999997,,,,,,,,11.0,148.0,,1.0,7.0,,3.0,,1.0,,,,8.0,1.0,,,,1.0,,,,,2.0,,,22.0,,40.0,,,122.0,,5.0,356.0,23.0,62.0,18.0,0.0,,41.0,,15.0,120.0,,,,,,0.0,,21.0,,,24.0,,,,,,,10.0,,162.0,0.0,72.0,,,2357.0,,,,1.0,10.0,205.0,,,40.0,8.0,,4.0,,,0.0,11.0,,42.0,,,,,,27.0,,
vor273,925886.4897681284,962.2299568024935,37312.3125,109.74209594726562,146.64109802246094,66.49535369873047,,,,,1.0,2.0,4.0,8.0,,3.0,,1.0,,1.0,,,1.0,4.0,,,,,18.0,,,1.0,,1.0,1.0,2.0,5.0,,,,,11.0,,2.0,2.0,3.0,11.0,,1.0,,9.0,,7.0,8.0,,2.0,2.0,,,1.0,,6.0,,,9.0,,1.0,,,,,1.0,,,2.0,,1.0,,103.0,,2.0,,,1.0,7.0,,,22.0,1.0,1.0,9.0,,,2.0,6.0,,1.0,,,,,2.0,3.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,4.0,3.95,3.4375,,,,,,5.0,,,5.0,4.5,,,,,4.8875,,,5.0,,3.0,,5.0,3.35,,,,,4.475,,4.3,4.0,5.0,5.0,,3.5,,3.6714285714285713,4.45,4.85,,,,,,,,4.116666666666666,,,4.628571428571428,,,,,,,4.0,,,5.0,,,,4.495384615384615,,3.05,,,,4.475,,,4.4,5.0,5.0,4.671428571428572,,,5.0,4.66,4.3,,,,,3.35,4.2,,,,,,,0.0,19.0,625.0,81.0,,0.0,,0.0,,1.0,,,1.0,8.0,,,,,178.0,,,13.0,,1.0,0.0,3.0,8.0,,,,,51.0,,20.0,55.0,1.0,2.0,,4.0,,40.0,,53.0,9.0,,0.0,0.0,,,0.0,,49.0,,,115.0,,0.0,,,,,148.0,,,4.0,,0.0,,1312.0,,20.0,,,0.0,1610.0,,,73.0,8.0,1.0,111.0,,,1.0,29.0,,3.0,,,,,6.0,102.0,,
vor274,925734.9710645668,962.151220476577,46549.46875,129.3040771484375,153.35916137695312,86.97469329833984,,,,,,,4.0,5.0,,2.0,,3.0,,3.0,,,,5.0,,1.0,10.0,,17.0,,,,,,,,,,,,,10.0,,2.0,,,3.0,,,,4.0,,10.0,3.0,1.0,1.0,,1.0,,,,2.0,1.0,,2.0,,,,,,,2.0,,,1.0,,2.0,,90.0,1.0,,,,,22.0,,,15.0,1.0,6.0,2.0,,,1.0,7.0,,,,,,,1.0,9.0,,,2.5,,,3.0,,,3.0,,,,,2.0,2.2857142857142856,,2.0,,,,,,,3.9999999999999996,3.85,,5.0,,4.3999999999999995,,4.333333333333333,,,,4.2250000000000005,,,4.6125,,4.253333333333334,,,,,,,,,,,,,4.442857142857143,,4.1,,,3.1666666666666665,,,,4.15,4.24,4.1,4.4,4.4,,4.7,,,,4.4,3.6,,4.55,,,,,,,4.2,,,5.0,,4.75,,4.465573770491803,3.3,,,,,3.6399999999999992,,,4.423076923076923,4.0,4.233333333333333,4.8,,,5.0,4.8,,,,,,5.0,4.757142857142857,,,,,,,,,94.0,32.0,,1.0,,277.0,,432.0,,,,353.0,,0.0,89.0,,657.0,,,,,,,,,,,,,114.0,,63.0,,,8.0,,,,4.0,,442.0,7.0,80.0,17.0,,6.0,,,,13.0,8.0,,103.0,,,,,,,66.0,,,2.0,,18.0,,1036.0,8.0,,,,,6699.0,,,79.0,6.0,152.0,52972.0,,,4.0,35.0,,,,,,,3.0,100.0,,
vor275,925583.410945621,962.072456182808,34580.8515625,101.70838928222656,143.48316955566406,59.65093994140625,,3.0,,,,1.0,2.0,1.0,,,,2.0,,2.0,,,,1.0,,2.0,,,3.0,1.0,,,,1.0,,,4.0,,3.0,,,4.0,,,1.0,1.0,5.0,,2.0,,6.0,,2.0,5.0,,,,,,,,4.0,,,1.0,,,,,,,1.0,,,4.0,,,,71.0,,,,,,10.0,,,9.0,1.0,1.0,3.0,,,,7.0,,2.0,,1.0,,,3.0,9.0,,,2.0,,,,,,,,,,,,2.0,,,,,4.550000000000001,,,4.8,4.35,3.2,,,,4.0,,4.35,,,,,,,,,5.0,,,,,3.8,,,3.4333333333333336,,4.9,,,4.3999999999999995,,,3.7,4.6,4.5,,4.5,,3.233333333333333,4.5,4.325,,,,,,,,4.0,,,5.0,,,,,,,4.2,,,2.65,,,,4.26470588235294,,,,,,4.466666666666666,,,4.714285714285714,3.9,5.0,4.0,,,,4.8,4.5,,4.9,,,5.0,4.411111111111111,,,,299.0,,,,4.0,198.0,6.0,,,,2.0,,4.0,,,,0.0,,0.0,,,1.0,0.0,,,,4.0,,,13.0,,17.0,,,8.0,,,3.0,11.0,28.0,,4.0,,5.0,,51.0,502.0,,,,,,,,1.0,,,7.0,,,,,,,1561.0,,,10.0,,,,1540.0,,,,,,151.0,,,37.0,10.0,1.0,24.0,,,,5.0,,3.0,,13.0,,,8.0,371.0,,
vor276,925431.8094673723,961.993663943465,37265.98046875,109.60582733154295,148.42547607421875,61.4630126953125,,,,,,3.0,,3.0,,3.0,,2.0,,2.0,,,,,,2.0,1.0,,3.0,,,1.0,1.0,,,,3.0,,2.0,,,10.0,,2.0,1.0,1.0,5.0,2.0,2.0,,6.0,,1.0,4.0,,,1.0,,1.0,,,20.0,,,3.0,1.0,,,,,,4.0,,1.0,3.0,,1.0,,125.0,,,,,4.0,18.0,,,16.0,1.0,,,1.0,,1.0,2.0,2.0,1.0,,,,,1.0,6.0,,,,,,3.0,,,,,,,,,2.0,,,,,,,,4.35,,3.9333333333333336,,3.6,,3.9,,4.6,,,,,,3.8,,,3.0,,,,4.1,,,,3.7,,4.0,,,4.7,,4.3,4.1,,4.35,4.7,5.0,,4.766666666666667,,4.3999999999999995,,,5.0,,5.0,,,4.283333333333333,,,4.733333333333333,5.0,,,,,,4.525,,5.0,2.0,,5.0,,4.382795698924731,,,,,5.0,4.509090909090909,,,4.133333333333334,4.4,,,5.0,,5.0,5.0,4.1,,,,,5.0,4.8,,,,,,,,23.0,,11.0,,41.0,,45.0,,2173.0,,,,,,5.0,0.0,,2.0,,,0.0,82.0,,,,8.0,,4.0,,,21.0,,34.0,240.0,0.0,109.0,35.0,2.0,,22.0,,0.0,14.0,,,1.0,,13.0,,,15134.0,,,171.0,1.0,,,,,,426.0,,1.0,2.0,,1.0,,5773.0,,,,,6.0,3813.0,,,121.0,5.0,,,1.0,,8.0,1.0,0.0,877.0,,,,,1.0,85.0,,
vor277,925280.1666777949,961.9148437766178,46372.38671875,136.38937377929688,154.83676147460938,104.53270721435548,3.0,,,,2.0,2.0,3.0,2.0,,10.0,,,,5.0,,,1.0,2.0,,,,,37.0,,,3.0,,1.0,,,10.0,,2.0,,2.0,5.0,,7.0,,4.0,1.0,,2.0,1.0,4.0,,6.0,1.0,2.0,4.0,,1.0,,1.0,,14.0,,,2.0,,,,,,,1.0,,,,,,,183.0,1.0,,,,,12.0,,,21.0,1.0,8.0,8.0,2.0,,,2.0,5.0,,,,,,4.0,3.0,,,3.0,,,2.6666666666666665,,,,,,,,2.0,2.1666666666666665,,,,4.6000000000000005,,,4.449999999999999,4.35,4.333333333333334,3.5999999999999996,,4.289999999999999,,,,4.275,,,4.7,3.95,,,,,4.128124999999999,,,5.0,,5.0,,,4.228571428571429,,4.0,,4.0,3.925,,4.285714285714286,,4.625,,,4.35,4.2,4.8999999999999995,4.3,5.0,3.85,4.425,,,,,,4.2,,,4.699999999999999,,,,,,,,,,,,,,4.305303030303032,2.7,,,,,4.327272727272727,,,4.484615384615385,3.5,4.1625,3.9,4.7,,,4.4,,,,,,4.566666666666666,3.6666666666666665,,,44.0,,,,50.0,16.0,1143.0,46.0,,1905.0,,,,10787.0,,,7.0,88.0,,,,,6621.0,,,4.0,,2.0,,,499.0,,4.0,,282.0,386.0,,249.0,,812.0,0.0,,693.0,167.0,21.0,,657.0,1.0,39.0,138.0,,0.0,,0.0,,8960.0,,,228.0,,,,,,,0.0,,,,,,,4104.0,18.0,,,,,15223.0,,,119.0,2.0,2111.0,11414.0,24.0,,,92.0,0.0,,,,,,68.0,22.0,,
vor278,925128.4826260118,961.8359957009365,44631.171875,131.26815795898438,154.5894012451172,97.01050567626952,3.0,,,,1.0,,1.0,4.0,,2.0,,,,2.0,,3.0,2.0,,,2.0,,,3.0,,,4.0,,5.0,,,7.0,,11.0,,,2.0,,5.0,2.0,4.0,1.0,1.0,,,6.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,,10.0,1.0,,2.0,,,1.0,,,,2.0,1.0,,,,,,251.0,1.0,,,,3.0,9.0,,,8.0,2.0,1.0,5.0,2.0,,2.0,2.0,2.0,,,,,1.0,6.0,4.0,,,,,,3.0,,,,,,,2.0,,2.3333333333333335,,,,4.85,,,4.7,,,4.2,,,,,,4.35,,3.7,4.9,,,3.8,,,4.066666666666667,,,3.825,,4.24,,,3.8166666666666664,,3.96,,,4.15,,4.766666666666667,4.2,4.2,,4.7,,,5.0,,,4.3,4.15,,4.8,,5.0,,3.87,4.4,,4.3,,,4.8,,,,,4.4,,,,,,4.336129032258064,4.1,,,,4.0,4.1375,,,4.414285714285714,4.4,4.3,4.325,3.4,,4.6,3.9,,,,,,4.525,4.466666666666666,,,27.0,,,,3.0,,0.0,147.0,,0.0,,,,710.0,,8.0,23.0,,,4.0,,,76.0,,,53.0,,256.0,,,45.0,,41.0,,,4.0,,148.0,13.0,33.0,0.0,7.0,,,20.0,,,0.0,4.0,7.0,0.0,64.0,,1.0,,1624.0,111.0,,39.0,,,25.0,,,,0.0,483.0,,,,,,4741.0,7.0,,,,176.0,8394.0,,,156.0,25.0,28.0,5516.0,13.0,,11.0,7.0,0.0,,,,,0.0,324.0,100.0,,
vor279,924976.7573628904,961.757119736002,41004.6640625,120.6019515991211,149.4393310546875,77.7224349975586,,,,,1.0,1.0,2.0,2.0,,2.0,,3.0,,3.0,,,,2.0,1.0,,,,6.0,,,2.0,,1.0,,,2.0,,3.0,,,5.0,,1.0,6.0,2.0,1.0,3.0,,,5.0,,4.0,2.0,,,1.0,2.0,1.0,3.0,,11.0,,,3.0,,,1.0,1.0,,,,1.0,,2.0,,,,127.0,1.0,,3.0,,3.0,5.0,,,15.0,,4.0,1.0,1.0,,,2.0,,,,,,2.0,6.0,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,4.2,,4.05,,4.7,,3.95,,,,,,,,,3.3333333333333335,,,5.0,,5.0,,,5.0,,4.75,,,4.4,,,4.0,4.3,5.0,4.366666666666666,,,4.5,4.933333333333334,3.4,,,5.0,4.4,,4.4,,4.457142857142857,,,4.75,,,4.6,,,,,,,4.1,,,,4.453030303030303,3.5,,,,,4.6,,,4.3999999999999995,,5.0,,,,,1.0,,,,,4.05,4.7,4.7,,,,,,,0.0,7.0,0.0,123.0,,100.0,,17.0,,964.0,,,,0.0,0.0,,,,18.0,,,30.0,,2.0,,,54.0,,7.0,,,86.0,,0.0,5.0,25.0,1.0,251.0,,,2.0,,17.0,234.0,,,3.0,36.0,0.0,67.0,,1284.0,,,71.0,,,50.0,0.0,,,,0.0,,35.0,,,,1746.0,2.0,,0.0,,0.0,3691.0,,,466.0,,1.0,0.0,0.0,,,1.0,,,,,,20.0,69.0,66.0,,
vor280,924824.9909378474,961.6782159006449,40854.40625,120.16001892089844,150.4818115234375,80.57272338867188,1.0,,,,,,7.0,7.0,,1.0,2.0,1.0,,2.0,,,2.0,7.0,,1.0,,,6.0,,,2.0,,2.0,1.0,2.0,6.0,,3.0,,,20.0,,1.0,2.0,3.0,1.0,1.0,5.0,,14.0,,5.0,7.0,1.0,2.0,1.0,1.0,,3.0,,3.0,,,7.0,,,,,,,,,,5.0,,3.0,,137.0,1.0,,,,1.0,23.0,,,21.0,2.0,,7.0,,,,10.0,,2.0,,,,,9.0,6.0,,,2.0,,,,,,1.0,,,,,,1.75,,,,5.0,,,,,4.38,3.942857142857143,,,4.199999999999999,4.3,,3.9,,,5.0,4.3,,4.6,,,4.983333333333333,,,4.8,,4.1,5.0,4.7,4.9,,5.0,,,4.416666666666667,,5.0,4.1,4.9,5.0,5.0,4.45,,4.172727272727273,4.7,4.5,5.0,4.4,5.0,,,5.0,,5.0,,,4.6,,,,,,,,,,4.5200000000000005,,4.7,,4.273809523809525,4.0,,,,5.0,4.336842105263158,,,4.385714285714285,3.3,,4.166666666666667,,,,4.5,4.35,,,,,4.8,4.425,,,7.0,,,,,,2521.0,70.0,,0.0,13.0,35.0,,11.0,,,33.0,18.0,,145.0,,,25.0,,,11.0,,7.0,3.0,26.0,10.0,,6.0,,,241.0,,1.0,206.0,8.0,2.0,3.0,23.0,,63.0,,22.0,5.0,1.0,51.0,1.0,0.0,,8.0,,1.0,,,160.0,,,,,,,,,,39.0,,14.0,,1996.0,3.0,,,,2.0,2489.0,,,241.0,3.0,,667.0,,,,10.0,,10.0,,,,,16.0,316.0,,
vor281,924673.1834044654,961.5992842158657,38563.94921875,113.42337799072266,144.1504364013672,86.27498626708984,,,,,,1.0,3.0,2.0,1.0,,,,,3.0,,,,7.0,1.0,2.0,,,,,,1.0,,,,,3.0,,3.0,,,5.0,,,4.0,3.0,6.0,,2.0,1.0,7.0,,2.0,4.0,,,,,2.0,2.0,,14.0,1.0,,10.0,,,,1.0,,,3.0,2.0,,1.0,,5.0,,70.0,,,,,1.0,12.0,,,17.0,2.0,,2.0,,,,1.0,,1.0,,,,1.0,2.0,9.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,3.0,2.5,2.75,5.0,,,,,4.333333333333333,,,,4.0,5.0,4.4,,,,,,,,,,,3.0,,2.6,,,4.666666666666667,,,4.233333333333333,,4.333333333333333,,,5.0,4.25,,4.6,,,,,4.6,4.3,,4.416666666666667,4.6,,4.683333333333334,,,,4.5,,,4.833333333333333,4.8,,5.0,,4.48,,4.341304347826087,,,,,,4.622222222222223,,,4.142857142857143,3.4499999999999997,,,,,,4.1,,,,,4.4,5.0,4.522222222222222,4.7,,,,,,,19.0,2.0,33.0,1.0,,,,,1554.0,,,,4.0,2.0,8.0,,,,,,0.0,,,,,1.0,,7.0,,,5.0,,,205.0,0.0,3.0,,0.0,12.0,5.0,,0.0,6.0,,,,,101.0,24.0,,1394.0,17.0,,137.0,,,,593.0,,,113.0,6.0,,1.0,,96.0,,745.0,,,,,0.0,216.0,,,51.0,47.0,,0.0,,,,10.0,,0.0,,,,32.0,3.0,2824.0,13.0,
vor282,924521.3348062932,961.5203246974519,33778.9375,99.34981536865234,127.36578369140624,70.71936798095703,,,,,,1.0,7.0,2.0,,4.0,,4.0,,,,,3.0,7.0,,1.0,,,9.0,,,1.0,,2.0,,1.0,4.0,,1.0,1.0,,14.0,,1.0,,3.0,8.0,2.0,1.0,1.0,13.0,,4.0,17.0,,2.0,,1.0,,2.0,,6.0,,,15.0,,,,,,,4.0,,,7.0,,6.0,,87.0,,,1.0,,,21.0,,,33.0,4.0,1.0,7.0,,,2.0,8.0,,1.0,,,,,4.0,2.0,,,2.0,,,,,,,,,,,,1.25,,,,,,,,4.3,4.625,3.35,,4.45,,4.466666666666666,,,,,1.0,4.32,,5.0,,,5.0,,,4.8,,4.4,,5.0,5.0,,5.0,4.0,,4.588888888888889,,3.9,,4.766666666666667,4.683333333333333,5.0,4.0,4.0,4.61,4.0,4.022222222222222,,3.75,,4.5,,3.85,,4.35,,,4.68,,,,,,,4.55,,,4.4,,3.875,,4.314893617021276,,,,,,4.26111111111111,,,4.504347826086957,4.05,3.9,4.2,,,5.0,3.9599999999999995,3.9,,,,,3.533333333333333,4.9,,,,,,,,4.0,97.0,5.0,,50.0,,125.0,,,,,1.0,55.0,,1.0,,,7.0,,,25.0,,39.0,,15.0,1.0,,9.0,1.0,,67.0,,10.0,,68.0,239.0,2.0,5.0,2.0,20.0,,4.0,30.0,,17.0,,8.0,,7.0,,77.0,,,147.0,,,,,,,20.0,,,7.0,,38.0,,397.0,,,0.0,,,1538.0,,,113.0,25.0,12.0,37.0,,,1.0,50.0,,12.0,,,,,20.0,24.0,,
vor283,924369.4452007959,961.4413373684304,39026.625,114.78419494628906,145.52249145507812,66.78728485107422,,,1.0,,,1.0,2.0,1.0,,4.0,,1.0,,1.0,,,1.0,3.0,,,,,2.0,,,,,5.0,1.0,,9.0,,,,,17.0,,1.0,,3.0,5.0,2.0,2.0,,4.0,,8.0,,,,,,,,,7.0,,,15.0,,,,,,,,,,4.0,,,,78.0,,,,,1.0,4.0,,,28.0,2.0,,6.0,,,3.0,8.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.4,,4.0,4.4,,,5.0,,5.0,,3.6,,,5.0,5.0,,,,,4.55,,,,,4.666666666666667,5.0,,4.42,,,,,4.233333333333333,,,,4.6,4.375,5.0,,,5.0,4.257142857142857,,,,,,,,,4.5,,,4.771428571428572,,,,,,,,,,4.025,,,,4.604255319148936,,,,,,4.533333333333334,,,4.293333333333334,4.7,,4.9,,,5.0,3.88,3.5,,,,,5.0,,,,,,37.0,,,8.0,53.0,0.0,,2.0,,1.0,,22.0,,,1.0,3.0,,,,,15.0,,,,,4.0,2.0,,220.0,,,,,20.0,,0.0,,6.0,86.0,3.0,0.0,,1.0,,29.0,,,,,,,,,46.0,,,113.0,,,,,,,,,,27.0,,,,1720.0,,,,,0.0,32.0,,,60.0,6.0,,5.0,,,4.0,22.0,,2.0,,,,,1.0,,,
