,vor_id,TDLinx,type,channel,turnover_int,turnover_obs,card_machine,Latitude,Longitude
34186,vor432,06153705,General Store,Grocery,Refused To Answer,Rank K,No,31.475387766,74.482196001
34187,vor290,06167402,General Store,Grocery,Rank J,Rank J,No,31.365609,74.366705
34188,vor179,06014278,Utility Stores,Convenience,Rank J,Rank J,No,31.518536683,74.283553498
34189,vor374,05661420,Take-Away Snacks,Catering,Rank I,Rank I,No,31.567416756,74.416656275
34190,vor250,05594580,General Store,Grocery,Rank J,Rank I,No,31.468248794,74.33060444
34191,vor207,05972676,Exclusive Medical Store,Others,Rank I,Rank I,No,31.579999925,74.28684524
34192,vor256,06047390,General Store,Grocery,Rank K,Rank I,No,31.565542145,74.336368478
34193,vor225,06052095,General Store,Grocery,Rank G,Rank F,No,31.455174,74.316649
34194,vor227,05947574,Medical / General Store,Others,Rank K,Rank K,No,31.482560792,74.310227303
34195,vor180,05959270,Take-Away Snacks,Catering,Refused To Answer,Rank H,No,31.532051514,74.273603277
34196,vor207,05981148,Take-Away Snacks,Catering,Rank I,Rank I,No,31.578974174,74.296989905
34197,vor305,06002192,Take-Away Snacks,Catering,,,,31.592061332,74.369010773
34198,vor282,06004403,Take-Away Snacks,Catering,Rank K,Rank J,No,31.597672,74.342018
34199,vor374,05660839,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.561288027,74.427343014
34200,vor64,05716465,Pan / Cigarette Shop,Others,Refused To Answer,Rank I,No,31.310885643,74.160518938
34201,vor182,05723882,Pan / Cigarette Shop,Others,Refused To Answer,Rank K,No,31.566615123,74.282055521
34202,vor208,05760721,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.587304,74.293547
34203,vor234,05498396,Pan / Cigarette Shop,Others,Rank E,Rank D,No,31.585555687,74.32026865
34204,vor258,05593076,General Store,Grocery,Rank I,Rank I,No,31.586625351,74.333373993
34205,vor258,05593083,General Store,Grocery,Rank G,Rank F,No,31.587007,74.337338
34206,vor352,05593824,General Store,Grocery,Rank J,Rank H,No,31.569881055,74.409623904
34207,vor351,05596414,General Store,Grocery,Rank H,Rank G,No,31.566613351,74.394754229
34208,vor201,05977820,Eating Places,Catering,Rank J,Rank H,No,31.477217168,74.298761766
34209,vor297,05500380,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.475506,74.362138
34210,vor276,05532709,Pan / Cigarette Shop,Others,Rank H,Rank G,No,31.49891435,74.34909066
34211,vor258,05565905,Pan / Cigarette Shop,Others,Rank I,Rank H,No,31.590666385,74.328241301
34212,vor187,05572441,Pan / Cigarette Shop,Others,Rank L,Rank K,No,31.637540071,74.282818658
34213,vor204,05910955,General Store,Grocery,Rank H,Rank H,No,31.532229219,74.291485124
34214,vor186,05678702,Tea Stall,Others,Rank K,Rank J,No,31.626368404,74.284420038
34215,vor282,06087451,Eating Places,Catering,Refused To Answer,Rank I,No,31.599191,74.340738
34216,vor188,05828377,Canteens,Catering,,,,31.651173093,74.278993676
34217,vor178,06108508,Canteens,Catering,Rank H,Rank H,No,31.49998,74.275827
34218,vor157,06119851,Variety / Minyari Store,Others,Refused To Answer,Rank I,No,31.493816538,74.257843096
34219,vor354,05643773,Pan / Cigarette Shop,Others,Rank L,Rank K,No,31.609173188,74.410892545
34220,vor329,05536872,Pan / Cigarette Shop,Others,Rank J,Rank I,No,31.588477202,74.385983082
34221,vor226,05565665,Pan / Cigarette Shop,Others,Rank G,Rank G,No,31.465296494,74.314934523
34222,vor252,05579942,Pan / Cigarette Shop,Others,Rank H,Rank F,No,31.500772304,74.321911122
34223,vor354,05612693,Pan / Cigarette Shop,Others,Rank L,Rank K,No,31.606719829,74.404761666
34224,vor329,05550499,General Store,Grocery,Refused To Answer,Rank H,No,31.598372519,74.391823963
34225,vor182,06035916,Confectionary Shop,Others,Rank L,Rank L,No,31.553612693,74.268626966
34226,vor180,06110488,Confectionary Shop,Others,Rank J,Rank J,No,31.534543,74.280827
34227,vor282,05665132,Pan / Cigarette Shop,Others,Refused To Answer,Rank G,No,31.589159,74.345573
34228,vor351,05668756,Pan / Cigarette Shop,Others,Rank L,Rank K,No,31.559840674,74.40091607
34229,vor304,05490860,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.579047475,74.372364796
34230,vor297,05496387,Pan / Cigarette Shop,Others,Rank J,Rank J,No,31.473991018,74.364566453
34231,vor250,05521244,Pan / Cigarette Shop,Others,Rank L,Rank L,No,31.469979367,74.33401526
34232,vor272,05563444,Pan / Cigarette Shop,Others,Rank G,Rank G,No,31.440192402,74.353913063
34233,vor398,05586263,Pan / Cigarette Shop,Others,Refused To Answer,Rank L,No,31.577834938,74.43334833
34234,vor182,05954541,Pan / Cigarette Shop,Others,Refused To Answer,Rank G,No,31.562045539,74.281161577
34235,vor259,06174992,Hawker / Vendor,Convenience,Rank J,Rank I,No,31.60899,74.328157
34236,vor210,05455054,Hawker / Vendor,Convenience,Rank L,Rank L,No,31.618499878,74.289687715
34237,vor233,05575166,Confectionary Shop,Others,Refused To Answer,Rank K,No,31.580386,74.308872
34238,vor280,06107751,Eating Places,Catering,Rank H,Rank F,No,31.563552,74.344888
34239,vor271,06148637,General Store,Grocery,Rank K,Rank K,No,31.423943067,74.353729688
34240,vor293,06150685,General Store,Grocery,Rank L,Rank L,No,31.407484915,74.362266889
34241,vor180,06151390,General Store,Grocery,Rank M,Rank L,No,31.53647,74.274088
34242,vor180,06152294,Tea Stall,Others,Rank M,Rank L,No,31.536341667,74.269898333
34243,vor282,05596490,Confectionary Shop,Others,Rank K,Rank I,No,31.590303,74.34455
34244,vor235,05480778,Tea Stall,Others,Rank J,Rank J,No,31.607448069,74.307655405
34245,vor297,05495382,Tea Stall,Others,Rank M,Rank L,No,31.475732793,74.360609569
34246,vor210,05456557,Sweet Shops,Catering,Rank J,Rank J,No,31.618046419,74.288022598
34247,vor232,05457093,Kiryana Store,Grocery,Rank J,Rank H,No,31.564332,74.309091
34248,vor194,05922732,Kiryana Store,Grocery,Rank I,Rank I,No,31.372065747,74.286944154
34249,vor290,05947172,Kiryana Store,Grocery,Rank K,Rank H,No,31.368106887,74.365286896
34250,vor296,06128599,Take-Away Snacks,Catering,Rank F,Rank F,No,31.455912617,74.368019625
34251,vor321,06129794,Take-Away Snacks,Catering,Rank F,Rank F,No,31.464060771,74.385421042
34252,vor206,06144758,Medical / General Store,Others,Rank M,Rank L,No,31.555922,74.294623
34253,vor115,06175367,Take-Away Snacks,Catering,Rank H,Rank H,No,31.434337,74.215374
34254,vor368,06432303,Medical / General Store,Others,Refused To Answer,Rank J,No,31.462047392,74.413256108
34255,vor71,06433973,Medical / General Store,Others,Rank I,Rank H,No,31.420808363,74.1765832
34256,vor232,05490612,Medical / General Store,Others,Rank L,Rank K,No,31.555943218,74.315394155
34257,vor290,06104618,Tea Stall,Others,Refused To Answer,Rank H,No,31.368042836,74.365114438
34258,vor199,06110219,Tea Stall,Others,Rank L,Rank L,No,31.459406,74.302749
34259,vor373,05655754,Medical / General Store,Others,Rank L,Rank K,No,31.545406,74.419015
34260,vor297,05926026,Take-Away Snacks,Catering,Refused To Answer,Rank H,No,31.471542479,74.373252063
34261,vor298,05483433,General Store,Grocery,Rank I,Rank I,No,31.480081,74.365817
34262,vor375,05611150,General Store,Grocery,Refused To Answer,Rank H,No,31.58275687,74.413710046
34263,vor354,05611310,General Store,Grocery,Rank I,Rank H,No,31.603882542,74.409378526
34264,vor351,05612359,General Store,Grocery,Rank H,Rank H,No,31.562388452,74.402525304
34265,vor354,05612688,General Store,Grocery,Rank M,Rank K,No,31.610071056,74.407889367
34266,vor205,05685922,General Store,Grocery,Rank F,Rank F,No,31.546984734,74.302182421
34267,vor205,05963921,General Store,Grocery,Rank H,Rank G,Yes,31.550637622,74.292752714
34268,vor251,05703836,Corner Store,Grocery,Rank I,Rank I,No,31.488888,74.326327
34269,vor298,05486479,General Store,Grocery,Rank I,Rank I,No,31.49037801,74.372233607
34270,vor347,05953818,Kiryana Store,Grocery,Rank H,Rank I,No,31.495110188,74.395027357
34271,vor186,05600799,General Store,Grocery,Rank J,Rank I,No,31.624318735,74.282829137
34272,vor354,05643964,Confectionary Shop,Others,Rank L,Rank K,No,31.606183885,74.402349113
34273,vor185,05457843,Tea Stall,Others,Refused To Answer,Rank M,No,31.607244107,74.284801187
34274,vor281,05656243,Tea Stall,Others,Rank K,Rank J,No,31.579714,74.343225
34275,vor226,05641516,Eating Places,Catering,Rank I,Rank H,No,31.464862375,74.315968457
34276,vor211,05685316,Kiosk,Catering,Rank I,Rank H,No,31.644614218,74.287357351
34277,vor375,05608418,General Store,Grocery,Refused To Answer,Rank G,No,31.572367599,74.421420202
34278,vor230,05489309,General Store,Grocery,Refused To Answer,Rank K,No,31.522876801,74.310533727
34279,vor233,05575190,Tea Stall,Others,Refused To Answer,Rank J,No,31.579226,74.306592
34280,vor352,05637182,Kiryana Store,Grocery,Rank I,Rank H,No,31.571741,74.395172
34281,vor188,05651231,Kiryana Store,Grocery,Rank I,Rank H,No,31.646116482,74.278854585
34282,vor304,05490857,Kiryana Store,Grocery,Rank L,Rank K,No,31.577254354,74.371879568
34283,vor304,05492463,Kiryana Store,Grocery,Rank I,Rank H,No,31.577935874,74.373551895
34284,vor250,05492684,General Store,Grocery,Rank N,Rank N,No,31.466508505,74.337582093
34285,vor274,05492685,General Store,Grocery,Rank M,Rank M,No,31.465893866,74.3397965
34286,vor186,05495523,General Store,Grocery,Rank H,Rank H,No,31.614641659,74.268474273
34287,vor326,05949805,Soft Drinks Semi-Wholesalers,Grocery,Rank H,Rank H,No,31.550268,74.391043
34288,vor301,05955993,General Store,Grocery,Rank K,Rank K,No,31.52910869,74.359946172
34289,vor351,05694603,General Store,Grocery,Rank J,Rank J,No,31.553595944,74.403636264
34290,vor186,06174800,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.627484,74.271183
34291,vor293,06175684,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.404252,74.360373
34292,vor174,06432418,Pan / Cigarette Shop,Others,Rank L,Rank L,No,31.443790934,74.267701097
34293,vor369,06433431,Pan / Cigarette Shop,Others,Refused To Answer,Rank G,No,31.481417944,74.427907935
34294,vor114,06433765,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.424966119,74.229854994
34295,vor354,05558227,Pan / Cigarette Shop,Others,Rank G,Rank F,No,31.604697362,74.393510702
34296,vor395,05759732,Pan / Cigarette Shop,Others,Rank I,Rank H,No,31.528327,74.446303
34297,vor351,05828142,Pan / Cigarette Shop,Others,Rank J,Rank I,No,31.555097,74.400557
34298,vor206,05915046,Pan / Cigarette Shop,Others,Rank K,Rank K,No,31.554486,74.298374
34299,vor283,06016666,Pan / Cigarette Shop,Others,Refused To Answer,Rank H,No,31.602799117,74.355510824
34300,vor252,06047681,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.500919,74.3223
34301,vor208,06050455,Pan / Cigarette Shop,Others,Rank K,Rank K,No,31.587675,74.293009
34302,vor204,06069669,Pan / Cigarette Shop,Others,,,,31.525849,74.291044
34303,vor180,06078881,Pan / Cigarette Shop,Others,Refused To Answer,Rank E,No,31.52813,74.277979
34304,vor282,06095718,Pan / Cigarette Shop,Others,Refused To Answer,Rank G,No,31.598712,74.342689
34305,vor282,06095765,Pan / Cigarette Shop,Others,Refused To Answer,Rank I,No,31.598219,74.356227
34306,vor157,06101707,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.493862,74.261775
34307,vor257,05527740,Pan / Cigarette Shop,Others,Rank K,Rank I,No,31.575198192,74.33630359
34308,vor329,05536869,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.58867,74.386841
34309,vor273,05563264,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.447152257,74.34391289
34310,vor353,05564848,Pan / Cigarette Shop,Others,Refused To Answer,Rank H,No,31.589178,74.401841
34311,vor353,05586086,Pan / Cigarette Shop,Others,Rank F,Rank G,No,31.585551559,74.394685
34312,vor252,05593368,Pan / Cigarette Shop,Others,Rank C,Rank D,No,31.499112965,74.321488785
34313,vor353,05599406,Pan / Cigarette Shop,Others,Rank J,Rank I,No,31.596752473,74.406282264
34314,vor83,05600192,Pan / Cigarette Shop,Others,Rank K,Rank H,No,31.433143783,74.177921364
34315,vor209,05601297,Pan / Cigarette Shop,Others,Rank J,Rank I,No,31.601685075,74.303168928
34316,vor143,05720191,Confectionary Shop,Others,Rank L,Rank J,No,31.288993,74.255461
34317,vor272,06137590,Pan / Cigarette Shop,Others,Rank G,Rank G,No,31.443684174,74.356160319
34318,vor418,06434642,Pan / Cigarette Shop,Others,Rank L,Rank J,No,31.578348412,74.462066059
34319,vor277,05470534,Pan / Cigarette Shop,Others,Rank G,Cannot Estimate,No,31.515812252,74.342256072
34320,vor278,05475748,Pan / Cigarette Shop,Others,Rank H,Cannot Estimate,No,31.525513882,74.344399868
34321,vor278,05475807,Pan / Cigarette Shop,Others,Rank J,Rank K,No,31.536441217,74.339463083
34322,vor173,05698759,General Store,Grocery,Rank J,Rank J,No,31.429598317,74.274599034
34323,vor350,05699898,General Store,Grocery,Rank H,Rank H,No,31.544789,74.402396
34324,vor277,06164552,General Store,Grocery,Rank K,Rank I,No,31.509631,74.355377
34325,vor290,06167408,General Store,Grocery,Rank J,Rank I,No,31.36536,74.366849
34326,vor377,05834028,Confectionary Shop,Others,Rank K,Rank K,No,31.61078672,74.412963301
34327,vor479,05848806,Confectionary Shop,Others,Rank L,Rank K,No,31.477267,74.511485
34328,vor237,05470019,Confectionary Shop,Others,Rank L,Rank K,No,31.630773951,74.309082671
34329,vor283,06088389,Bakery,Convenience,Rank H,Rank H,No,31.601077,74.351448
34330,vor353,06175216,Bakery,Convenience,Refused To Answer,Rank D,Yes,31.586629,74.397581
34331,vor134,06435830,Bakery,Convenience,Rank J,Rank I,No,31.433228217,74.231751627
34332,vor282,06092007,Bakery,Convenience,Refused To Answer,Rank G,Yes,31.597534,74.341927
34333,vor296,06128594,Bakery,Convenience,Rank F,Rank E,No,31.455819613,74.368229743
34334,vor200,06175214,Bakery,Convenience,Refused To Answer,Rank F,Yes,31.476231,74.289301
34335,vor353,05558299,General Store,Grocery,Refused To Answer,Rank F,No,31.587101971,74.40110361
34336,vor273,05563269,General Store,Grocery,Rank I,Rank J,No,31.448219766,74.342371246
34337,vor351,05710759,General Store,Grocery,Rank G,Rank F,No,31.558063,74.406625
34338,vor132,06435364,Variety / Minyari Store,Others,Refused To Answer,Rank L,No,31.41364616,74.233812618
34339,vor80,06436457,Sit-Down Restaurants,Catering,Rank J,Rank J,No,31.387296006,74.1943351
34340,vor299,05567427,Canteens,Catering,,,,31.497008,74.359934
34341,vor352,05585442,Variety / Minyari Store,Others,Rank G,Rank G,No,31.583689,74.401478
34342,vor302,05508621,Kiryana Store,Grocery,Rank I,Rank G,No,31.55142,74.363978
34343,vor210,05492440,Kiryana Store,Grocery,Rank L,Rank J,No,31.627692281,74.302006539
34344,vor230,05489311,General Store,Grocery,Refused To Answer,Rank J,No,31.523639425,74.308535293
34345,vor237,05493266,General Store,Grocery,Rank J,Rank I,No,31.632434037,74.306122525
34346,vor186,05498176,General Store,Grocery,Rank I,Rank I,No,31.61684,74.271935
34347,vor186,05501631,General Store,Grocery,Rank K,Rank J,No,31.623329599,74.280171415
34348,vor298,05502459,General Store,Grocery,Rank I,Rank I,No,31.478475,74.359104
34349,vor233,05822024,General Store,Grocery,Refused To Answer,Rank H,No,31.579541,74.30916
34350,vor233,05822027,General Store,Grocery,Refused To Answer,Rank H,No,31.578424,74.311897
34351,vor302,05518854,Kiryana Store,Grocery,Rank K,Rank J,No,31.551012921,74.371379112
34352,vor326,06036079,Eating Places,Catering,Refused To Answer,Rank G,No,31.553343,74.39291
34353,vor283,06095781,Kiryana Store,Grocery,Refused To Answer,Rank H,No,31.603965,74.355568
34354,vor188,05829673,General Store,Grocery,Rank J,Rank J,No,31.657289739,74.281958187
34355,vor282,06084041,Soft Drinks Semi-Wholesalers,Grocery,Refused To Answer,Rank H,No,31.597359,74.346684
34356,vor282,05596405,Canteens,Catering,Rank K,Rank I,No,31.590033,74.344713
34357,vor291,06089569,General Store,Grocery,Rank L,Rank J,No,31.371642,74.366022
34358,vor259,06091961,General Store,Grocery,Refused To Answer,Rank H,No,31.603747,74.334186
34359,vor351,06093758,General Store,Grocery,Refused To Answer,Rank G,No,31.558863,74.398541
34360,vor390,05919123,General Store,Grocery,Refused To Answer,Rank H,No,31.457128,74.439125
34361,vor281,05633939,General Store,Grocery,Rank K,Rank K,No,31.579177336,74.349250951
34362,vor319,06173295,General Store,Grocery,Rank L,Rank L,No,31.445547,74.387897
34363,vor186,06174813,General Store,Grocery,Rank H,Rank H,No,31.629466,74.277336
34364,vor270,06175909,General Store,Grocery,Refused To Answer,Rank I,No,31.408389,74.354528
34365,vor369,06431698,General Store,Grocery,Refused To Answer,Rank K,No,31.480127355,74.414402954
34366,vor351,05612884,General Store,Grocery,Rank F,Rank F,No,31.562628927,74.401953026
34367,vor282,05710701,Tea Stall,Others,Rank K,Rank J,No,31.584589987,74.352591938
34368,vor377,05838702,Tea Stall,Others,Rank K,Rank K,No,31.610805,74.413012
34369,vor352,05582326,Kiryana Store,Grocery,Rank J,Rank I,No,31.572025501,74.396925268
34370,vor206,05715910,General Store,Grocery,Rank J,Rank J,No,31.558764022,74.29626408
34371,vor505,05720426,General Store,Grocery,Refused To Answer,Rank H,No,31.547285488,74.52077801
34372,vor498,05722497,General Store,Grocery,Refused To Answer,Rank H,No,31.432162879,74.523338064
34373,vor232,06119655,Eating Places,Catering,Rank L,Rank L,No,31.563465,74.318988
34374,vor232,06119825,Eating Places,Catering,Rank L,Rank L,No,31.562126,74.31963
34375,vor204,05994435,General Store,Grocery,Refused To Answer,Rank J,No,31.527815,74.29203
34376,vor302,05508652,General Store,Grocery,Refused To Answer,Rank H,No,31.546764954,74.359072507
34377,vor186,05513525,General Store,Grocery,Rank M,Rank J,No,31.621888211,74.280478077
34378,vor352,05582387,Corner Store,Grocery,Rank L,Rank K,No,31.571447725,74.395230709
34379,vor11,05625865,General Store,Grocery,Rank K,Rank K,No,31.359897005,74.064234369
34380,vor182,05455681,Corner Store,Grocery,Rank L,Rank L,No,31.559888797,74.283946264
34381,vor374,05700565,General Store,Grocery,,,,31.556084,74.415688
34382,vor464,05702521,General Store,Grocery,Rank H,Rank H,No,31.600497628,74.492010993
34383,vor289,05997811,General Store,Grocery,Rank I,Rank I,No,31.347816,74.367864
34384,vor225,05998196,General Store,Grocery,Rank I,Rank H,No,31.447125884,74.308259509
34385,vor277,05522923,Corner Store,Grocery,Rank G,Rank F,No,31.515646509,74.342131301
34386,vor186,05523954,Corner Store,Grocery,Rank M,Rank K,No,31.624585604,74.278218491
34387,vor207,05957273,Tea Stall,Others,Rank J,Rank J,No,31.580649367,74.289736156
34388,vor160,05962602,Tea Stall,Others,Rank L,Rank L,No,31.544667429,74.266748346
34389,vor206,05963912,Tea Stall,Others,Rank J,Rank J,No,31.55434393,74.290953629
34390,vor207,05972724,Tea Stall,Others,Rank J,Rank J,No,31.580178131,74.286850865
34391,vor257,05992856,Tea Stall,Others,Rank J,Rank J,No,31.575291565,74.32857761
34392,vor251,05703846,Bakery,Convenience,Rank H,Rank H,No,31.489141372,74.326659936
34393,vor50,05601148,Bakery,Convenience,Rank K,Rank I,No,31.410002,74.138007
34394,vor257,05839432,General Store,Grocery,Rank I,Rank I,No,31.575547,74.328486
34395,vor188,05635852,Confectionary Shop,Others,Rank L,Rank K,No,31.647668804,74.281122117
34396,vor256,06088009,Confectionary Shop,Others,Rank L,Rank L,No,31.559903,74.338174
34397,vor353,05622035,General Store,Grocery,Rank H,Rank G,No,31.587378202,74.394230117
34398,vor257,05623075,General Store,Grocery,Rank H,Rank H,No,31.582819,74.337561
34399,vor164,05466125,Eating Places,Catering,Rank H,Rank H,No,31.607894,74.248047
34400,vor250,05624743,General Store,Grocery,Rank I,Rank I,No,31.46935324,74.33244437
34401,vor227,05947578,Kiosk,Catering,Rank J,Rank J,No,31.481305518,74.311303181
34402,vor164,05466075,Kiosk,Catering,Rank J,Rank J,No,31.609893648,74.249267773
34403,vor232,05483750,Eating Places,Catering,Rank H,Rank H,No,31.565933883,74.309238599
34404,vor498,05714070,General Store,Grocery,Refused To Answer,Rank H,No,31.432646,74.522848
34405,vor573,05716891,General Store,Grocery,Refused To Answer,Rank H,No,31.471495,74.626392
34406,vor206,05718082,General Store,Grocery,Rank I,Rank I,No,31.554636,74.297478
34407,vor174,06432413,General Store,Grocery,Rank K,Rank K,No,31.443532097,74.267637644
34408,vor114,06434259,General Store,Grocery,Rank I,Rank I,No,31.424943535,74.229829538
34409,vor134,06435800,General Store,Grocery,Rank I,Rank I,No,31.433265903,74.231767647
34410,vor170,06436063,General Store,Grocery,Rank I,Rank I,No,31.371493535,74.282857326
34411,vor113,06436200,General Store,Grocery,Rank G,Rank G,No,31.412830569,74.214269316
34412,vor98,06436364,General Store,Grocery,Rank K,Rank J,No,31.437675378,74.208048883
34413,vor352,05628073,General Store,Grocery,Rank K,Rank K,No,31.575601304,74.407687542
34414,vor329,05915836,General Store,Grocery,Rank L,Rank L,No,31.58928023,74.37716979
34415,vor329,05915854,General Store,Grocery,Rank M,Rank L,No,31.592153,74.375684
34416,vor255,05484224,Pan / Cigarette Shop,Others,Rank L,Rank K,No,31.54878001,74.338209686
34417,vor211,05680269,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.644731,74.285932
34418,vor252,05694767,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.49438184,74.336037399
34419,vor350,05699032,Pan / Cigarette Shop,Others,Rank F,Rank E,No,31.543247345,74.401067543
34420,vor218,06169427,General Store,Grocery,Rank K,Rank J,No,31.346347664,74.316367811
34421,vor156,06169593,General Store,Grocery,Rank N,Rank L,No,31.485956,74.256992
34422,vor326,05905127,Pan / Cigarette Shop,Others,Rank G,Rank G,No,31.549505,74.391308
34423,vor170,05940464,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.372117,74.283905
34424,vor304,06012122,Pan / Cigarette Shop,Others,Rank K,Rank I,No,31.583434367,74.368709315
34425,vor283,06016677,Pan / Cigarette Shop,Others,Refused To Answer,Rank H,No,31.604167,74.354939
34426,vor208,06063968,Pan / Cigarette Shop,Others,Refused To Answer,Rank G,No,31.592727,74.294587
34427,vor232,06081153,Pan / Cigarette Shop,Others,Rank J,Rank I,No,31.56702746,74.312419462
34428,vor210,05455945,General Store,Grocery,Rank K,Rank K,No,31.619066906,74.285781472
34429,vor185,05456230,General Store,Grocery,Rank J,Rank J,No,31.603814866,74.280812324
34430,vor376,05572545,General Store,Grocery,Refused To Answer,Rank I,No,31.587374608,74.41341035
34431,vor233,05575152,General Store,Grocery,Refused To Answer,Rank I,No,31.580063,74.308084
34432,vor206,05454525,General Store,Grocery,Refused To Answer,Rank E,No,31.566061339,74.291383625
34433,vor206,05455403,General Store,Grocery,Rank M,Rank M,No,31.56193273,74.289953877
34434,vor347,05984663,General Store,Grocery,Rank E,Rank E,No,31.49290006,74.406936902
34435,vor305,05986001,General Store,Grocery,,,,31.586173128,74.364756805
34436,vor206,05455397,Kiryana Store,Grocery,Rank J,Rank H,No,31.562417682,74.288778003
34437,vor204,05457124,Kiryana Store,Grocery,Rank J,Rank L,No,31.523730035,74.301752221
34438,vor326,05665362,Canteens,Catering,Refused To Answer,Rank H,Yes,31.549807,74.381152
34439,vor299,06033336,Canteens,Catering,,,,31.502170177,74.358954618
34440,vor236,06071432,Canteens,Catering,Rank K,Rank K,No,31.628121675,74.305741333
34441,vor322,05521837,Kiryana Store,Grocery,Rank I,Rank H,No,31.477005674,74.387946658
34442,vor233,05593949,Eating Places,Catering,Rank L,Rank J,No,31.571433372,74.318558139
34443,vor256,06088029,Kiosk,Catering,Rank L,Rank L,No,31.558922,74.338605
34444,vor208,06103092,Eating Places,Catering,Rank K,Rank I,No,31.587708,74.298921
34445,vor256,06096558,General Store,Grocery,Rank G,Rank H,No,31.56593,74.327983
34446,vor256,06096565,General Store,Grocery,Rank G,Rank G,No,31.565744,74.330405
34447,vor227,06102798,General Store,Grocery,Rank I,Rank I,No,31.489448,74.318702
34448,vor200,06076096,Canteens,Catering,Rank L,Rank L,No,31.471095771,74.287671902
34449,vor267,06093092,Canteens,Catering,Rank J,Rank J,No,31.368305,74.348437
34450,vor290,06093409,Canteens,Catering,Rank J,Rank K,No,31.36795749,74.365161532
34451,vor156,06105293,Variety / Minyari Store,Others,Rank I,Rank I,No,31.486248,74.257625
34452,vor174,06079568,Sit-Down Restaurants,Catering,Rank I,Rank G,No,31.443777368,74.277812878
34453,vor208,05760720,Exclusive Medical Store,Others,Rank I,Rank I,No,31.587286,74.293419
34454,vor186,06174151,Exclusive Medical Store,Others,Rank J,Rank I,No,31.629506,74.277649
34455,vor283,06086530,Canteens,Catering,Refused To Answer,Rank K,No,31.599521,74.339541
34456,vor178,06108503,Canteens,Catering,Rank H,Rank H,No,31.504221,74.275033
34457,vor186,06146623,Canteens,Catering,Rank H,Rank H,No,31.627429,74.27871
34458,vor206,05455433,Canteens,Catering,Refused To Answer,Rank L,No,31.561970293,74.302850835
34459,vor185,05457241,Canteens,Catering,,,,31.611024152,74.284533315
34460,vor186,05458417,Sit-Down Restaurants,Catering,Rank F,Rank F,Yes,31.614855869,74.27077807
34461,vor208,06104106,General Store,Grocery,Rank K,Rank I,No,31.594247,74.298275
34462,vor208,06104120,General Store,Grocery,Rank K,Rank I,No,31.593556,74.300984
34463,vor525,05726758,General Store,Grocery,Refused To Answer,Rank E,No,31.527745,74.544008
34464,vor146,05708094,General Store,Grocery,Rank H,Rank H,No,31.335549,74.252381
34465,vor350,05709282,General Store,Grocery,Rank G,Rank G,No,31.548300261,74.402576246
34466,vor489,05709352,General Store,Grocery,Rank J,Rank I,No,31.63578,74.503453
34467,vor304,05710677,General Store,Grocery,Rank K,Rank H,No,31.583252602,74.368244365
34468,vor205,05657299,General Store,Grocery,Rank J,Rank I,No,31.548284488,74.301504254
34469,vor210,05517701,General Store,Grocery,Rank J,Rank I,No,31.624019963,74.288673634
34470,vor303,05521834,General Store,Grocery,Rank J,Rank I,No,31.553942675,74.365386718
34471,vor303,05523628,General Store,Grocery,Rank J,Rank J,No,31.558015024,74.370852839
34472,vor347,05526716,General Store,Grocery,Rank I,Rank I,No,31.493248204,74.398555747
34473,vor225,06109769,General Store,Grocery,Rank H,Rank H,No,31.458238,74.310945
34474,vor208,05740829,General Store,Grocery,Rank J,Rank H,No,31.585249,74.291121
34475,vor274,05508135,General Store,Grocery,Rank J,Rank J,No,31.462900552,74.352868821
34476,vor202,05512985,General Store,Grocery,Rank M,Rank L,No,31.493315435,74.29433265
34477,vor329,05550206,Kiryana Store,Grocery,Rank I,Rank H,No,31.587572,74.387906
34478,vor181,05929420,General Store,Grocery,Rank L,Rank J,No,31.5521675,74.282609587
34479,vor305,05930614,General Store,Grocery,Rank M,Rank L,No,31.589860124,74.373546086
34480,vor230,05931570,General Store,Grocery,,,,31.533443233,74.306190916
34481,vor247,05933926,General Store,Grocery,Rank J,Rank J,No,31.430533,74.335459
34482,vor207,06102966,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.577536,74.298865
34483,vor225,06111666,Pan / Cigarette Shop,Others,Rank I,Rank I,No,31.45643,74.309674
34484,vor182,05457194,Pan / Cigarette Shop,Others,,,,31.561875741,74.280662022
34485,vor198,05459557,Pan / Cigarette Shop,Others,Rank K,Rank J,No,31.431213679,74.298362348
34486,vor179,05872941,Pan / Cigarette Shop,Others,Rank H,Rank G,No,31.51831427,74.276759788
34487,vor191,05878930,Pan / Cigarette Shop,Others,Rank H,Rank H,No,31.329153,74.288195
